ds,yhat,yhat_lower,yhat_upper
2015-10-05,4671.213165462823,3130.599464767978,6373.983523429445
2015-10-06,4140.181906929869,2469.4707177702567,5723.286356342892
2015-10-07,3985.1812033229894,2315.2728105324904,5569.507609020333
2015-10-08,3846.9715007242103,2241.766211298058,5505.304592840585
2015-10-09,4044.685067816484,2469.90280337865,5653.47333368233
2015-10-10,4389.930024179881,2800.1316588242057,6065.3968120362315
2015-10-11,4341.23618367934,2778.172931019672,5956.883262299286
2015-10-12,4370.02299293815,2709.7099398402424,5947.231429388567
2015-10-13,3824.8437116004184,2303.737066921135,5484.132698729684
2015-10-14,3663.0391609320986,2144.5644245507888,5459.24647639553
2015-10-15,3525.636704663055,1916.9695350991951,5128.992844418351
2015-10-16,3731.850757038796,1993.893517428587,5344.208425527004
2015-10-17,4093.183303088664,2495.8583177151545,5673.751919451942
2015-10-18,4067.871346986391,2401.667401332634,5680.4859890734915
2015-10-19,4126.861566013264,2505.8969983098486,5830.1499774025315
2015-10-20,3618.066170450721,1994.9737917476982,5263.91931662765
2015-10-21,3498.033008667879,1783.690675292277,5176.516987246837
2015-10-22,3406.86516028522,1931.8935828417723,5042.555115043703
2015-10-23,3662.7457684711308,2059.047887590449,5171.670746249564
2015-10-24,4076.0659441678226,2420.4610097138834,5685.25940428312
2015-10-25,4103.901915153684,2553.574876550412,5631.254730441615
2015-10-26,4216.02088417605,2478.02681875995,5655.419454584894
2015-10-27,3759.168735216397,2097.726367723383,5312.523660149952
2015-10-28,3688.771741975058,2003.2686338709295,5435.575154221437
2015-10-29,3643.8866370109054,2042.7760010941931,5272.559648977825
2015-10-30,3941.7539338664556,2369.5689163541124,5728.246866935461
2015-10-31,4391.951526203853,2718.9985498742753,5996.825535610595
2015-11-01,4450.894001157014,2875.251694932178,5970.078511211743
2015-11-02,4587.856489542921,3054.1451756197466,6217.685777598746
2015-11-03,4149.275663203416,2551.3067201413323,5769.355810566068
2015-11-04,4090.4596329865153,2456.075484431277,5613.684528987221
2015-11-05,4050.540845542711,2498.2373117878797,5662.48011687615
2015-11-06,4347.026759391074,2785.6088795608907,6028.851884973686
2015-11-07,4789.945364831209,3185.3394768942712,6319.472710690092
2015-11-08,4836.331177628639,3203.883944960236,6534.347985219999
2015-11-09,4956.230869555972,3463.950619287659,6691.21738211564
2015-11-10,4496.981625488696,2802.9545830572124,6160.720346617957
2015-11-11,4414.8945864929965,2789.5129254047415,6005.90531080745
2015-11-12,4350.178193257752,2761.3093985171113,5994.261750301771
2015-11-13,4621.457017476336,2975.3151637627743,6249.31983397498
2015-11-14,5039.884021927099,3426.713856249734,6743.473275838014
2015-11-15,5063.5928003839035,3423.958088704098,6695.235256087966
2015-11-16,5163.669901369282,3680.026437939656,6690.280467179652
2015-11-17,4688.401260115342,3096.214011389298,6385.873496536446
2015-11-18,4594.926000665667,3035.4483553245354,6237.066109557825
2015-11-19,4524.133267640139,2885.0633526702177,6288.1354024725715
2015-11-20,4795.158439519214,3099.405750008041,6381.580039722088
2015-11-21,5219.477325978587,3515.4198233463912,6833.932177628221
2015-11-22,5255.345441043242,3638.7023482862023,6908.778011966859
2015-11-23,5373.762860057793,3852.352815379523,6897.599357692623
2015-11-24,4922.718940484057,3311.1551475098936,6601.319533903239
2015-11-25,4858.850268019637,3238.6014910491185,6652.127218595285
2015-11-26,4822.347427660504,3254.753553431199,6460.8232745176065
2015-11-27,5131.46673315089,3422.870295351207,6703.885854754049
2015-11-28,5596.645145718281,4012.883569275846,7151.240230129556
2015-11-29,5674.964958569135,3976.4862633762064,7364.542711358417
2015-11-30,5836.148109647973,4249.205055204378,7430.857974556974
2015-12-01,5426.833644051807,3768.806644290911,6951.250462656583
2015-12-02,5402.270836089469,3661.8720003178105,6978.678210549594
2015-12-03,5401.262648945867,3747.761824827301,7005.472898245147
2015-12-04,5740.714698341768,4075.575049808898,7454.789354021909
2015-12-05,6229.7869645776145,4612.045878667891,7807.8484425931065
2015-12-06,6324.393850112835,4755.465394306298,7939.784722537832
2015-12-07,6493.231499298671,4803.929893387482,8158.623697647874
2015-12-08,6082.085014826096,4400.700628322667,7747.666006293665
2015-12-09,6045.547276891746,4386.408920309982,7741.576799196424
2015-12-10,6021.983343605694,4352.41055851153,7586.392023126146
2015-12-11,6328.095022937939,4788.743774364059,7990.51872675159
2015-12-12,6773.082423361544,5185.490481576463,8439.32005741308
2015-12-13,6813.14779360769,5065.890296274013,8512.561145636475
2015-12-14,6917.520439669809,5275.882168926455,8546.42785015865
2015-12-15,6432.755386642277,4853.380785156652,8065.632036024199
2015-12-16,6314.437685057121,4818.426965276769,8074.2640242744665
2015-12-17,6202.126689171374,4630.396193030934,7821.223508291671
2015-12-18,6413.895392263705,4760.968338052568,8054.138230508046
2015-12-19,6760.4622533877955,5265.671216400742,8445.547467391718
2015-12-20,6699.661568886861,5183.791573287318,8378.207898456614
2015-12-21,6702.4320154965735,5017.314247597114,8340.743350728619
2015-12-22,6117.076944661647,4452.989727107188,7873.940629813369
2015-12-23,5900.9292888953205,4335.962784270822,7486.849940010681
2015-12-24,5695.25639248435,4097.307102141812,7380.313870521421
2015-12-25,5819.7608341895,4135.861259151601,7345.143977503774
2015-12-26,6086.675630894918,4536.765810691543,7689.168486028005
2015-12-27,5955.200777210728,4351.949605814227,7573.117133768951
2015-12-28,5897.461573310614,4434.764539965511,7488.018352328441
2015-12-29,5262.7430488503105,3493.2867754489016,6900.396972124372
2015-12-30,5009.133956364909,3352.1263427921763,6670.339191346886
2015-12-31,4778.416128263067,3178.491978235553,6452.680181954479
2016-01-01,4890.555604559404,3304.4277938674745,6682.598667884955
2016-01-02,5157.794109882949,3571.061983260846,6945.156490275214
2016-01-03,5039.087870812886,3447.4207879306236,6700.867443545148
2016-01-04,5006.074108926358,3423.1099776513797,6546.04831655786
2016-01-05,4407.319252174628,2865.6517123100543,6058.443776903087
2016-01-06,4199.981932965121,2476.7631908277012,5776.887603037632
2016-01-07,4024.7260344096367,2457.7434045546115,5592.2284832874175
2016-01-08,4200.239547070485,2529.484085224989,5788.799490466978
2016-01-09,4537.357076003471,3017.440610972088,6202.703797189976
2016-01-10,4493.532177073735,2904.2348086818647,6124.15561465901
2016-01-11,4538.838994685594,2948.172785759412,6139.22412313481
2016-01-12,4020.256352618578,2260.0814149857206,5601.987210369821
2016-01-13,3893.366471286202,2403.2493760067487,5473.504114701494
2016-01-14,3797.3026974081395,2156.587820169026,5460.5606385094525
2016-01-15,4049.3011750981836,2326.2196080219032,5632.617409598052
2016-01-16,4458.853528193086,2781.501346397837,6079.00746017435
2016-01-17,4482.206045339727,2947.276086909809,6116.421567107249
2016-01-18,4588.3842517023195,2842.3366084966815,6255.310237720058
2016-01-19,4123.4955434570775,2642.513141185744,5851.890245349514
2016-01-20,4042.441706139287,2291.804834980094,5701.937920447929
2016-01-21,3983.8754806669954,2343.2654693415475,5608.3441044134825
2016-01-22,4264.756017138289,2587.76429262809,5811.062456015088
2016-01-23,4694.500330294786,2995.2438450530694,6396.143316293376
2016-01-24,4729.476420953072,3089.6351680339344,6271.609354442819
2016-01-25,4839.01724142385,3172.6509457537427,6283.591605233163
2016-01-26,4369.7085858772525,2766.4694264800337,5971.409061677462
2016-01-27,4277.083228710291,2607.070956123391,5830.880405805106
2016-01-28,4200.556058040841,2616.177908922275,5920.625232302886
2016-01-29,4457.955691338623,2824.2076244811437,6063.968037470911
2016-01-30,4859.650378390054,3306.6091531981524,6567.237785853025
2016-01-31,4863.014571787172,3318.81187258112,6579.93286512844
2016-02-01,4938.416063163654,3319.5874146236124,6657.916188403098
2016-02-02,4433.477470959876,2887.2714036340058,5954.875227680621
2016-02-03,4304.745073225189,2595.675841969483,6067.893747015355
2016-02-04,4192.6003512316365,2560.2436778241463,5815.717043837295
2016-02-05,4415.77028213758,2687.527211817863,5936.612880293023
2016-02-06,4785.434656417726,3101.782755157941,6295.680501929903
2016-02-07,4759.67717933072,3113.483550372954,6373.620077880748
2016-02-08,4809.460534599431,3237.083961768832,6470.011989702755
2016-02-09,4282.879371964184,2737.142915902938,5902.437142723034
2016-02-10,4136.824282427157,2598.7631530060016,5706.3332569073555
2016-02-11,4011.892093026827,2500.324572376688,5748.15793719884
2016-02-12,4226.898385613028,2461.5311550203,5828.079420281732
2016-02-13,4592.990288927963,3008.789731210287,6195.833424709369
2016-02-14,4568.105993865823,2860.349171950121,6189.492856651436
2016-02-15,4622.960789514112,2906.0668487967346,6136.657733923075
2016-02-16,4105.313143530569,2335.9218564616085,5727.115375713264
2016-02-17,3971.6434098613468,2263.4070345122427,5553.675975229739
2016-02-18,3862.079987930946,2298.068358211166,5470.31215516716
2016-02-19,4094.9283191818504,2412.3064828190986,5712.560522829444
2016-02-20,4480.800256782204,2935.035974901819,6150.328093856959
2016-02-21,4477.089765281103,2966.5323810302175,6001.318019677061
2016-02-22,4553.974289355913,2866.6325620246434,6121.851696084339
2016-02-23,4058.6949041138964,2522.794276794778,5648.560987105884
2016-02-24,3947.247477222367,2519.6068865696284,5539.181860990807
2016-02-25,3859.3193812786976,2224.1595570824456,5512.030560446643
2016-02-26,4112.826930190603,2453.465491497015,5797.8488175573975
2016-02-27,4518.050940715736,2756.5208145508936,6153.933918718776
2016-02-28,4532.116320097057,2848.504392177514,6089.106579909632
2016-02-29,4624.995040859128,3147.6691456478475,6301.477306143497
2016-03-01,4143.785711173419,2572.4214084741056,5651.626877722801
2016-03-02,4044.4021352339673,2367.000785841004,5567.879025102433
2016-03-03,3966.505626492779,2361.0491356859516,5458.749836865175
2016-03-04,4228.036522561466,2633.983698891229,5883.748987332554
2016-03-05,4639.342617450666,3160.3528433695383,6238.126843765967
2016-03-06,4657.650754154342,3097.5492860145114,6393.697542939278
2016-03-07,4753.061295383549,3128.168066190802,6290.891815022636
2016-03-08,4272.819039642731,2591.4009536929066,5866.523705994723
2016-03-09,4172.993325156584,2685.1674775088645,5881.506958165348
2016-03-10,4093.402410035794,2517.791176657121,5688.061982564369
2016-03-11,4352.1378695170015,2765.463375582183,6053.500058782748
2016-03-12,4759.686975054202,3152.630711107571,6406.358648593064
2016-03-13,4773.399496541414,3203.736687200716,6336.708753112182
2016-03-14,4863.478787055727,3298.5274822031893,6500.465049184392
2016-03-15,4377.250798329496,2809.0472001817207,6017.066053592825
2016-03-16,4270.843788311359,2686.481799275748,5912.173451291748
2016-03-17,4184.113766362758,2559.226110175827,5783.4151891214815
2016-03-18,4435.171315192641,2795.9787548483228,6115.432867370177
2016-03-19,4834.507598373446,3272.6183495118157,6417.328721134127
2016-03-20,4839.465791248674,3174.0714140838472,6452.472823008559
2016-03-21,4920.237551824158,3351.3390843423263,6543.959482989932
2016-03-22,4424.137907343386,2916.992641978236,5983.513574555799
2016-03-23,4307.291026171413,2604.1149246623654,5916.925432998897
2016-03-24,4209.561620818331,2508.967442840264,5796.826995294168
2016-03-25,4449.08732489608,2912.9714330288725,6030.018091448064
2016-03-26,4836.409571198019,3186.7803517588995,6449.375553372103
2016-03-27,4828.948952462487,3180.4071188647285,6357.863094913113
2016-03-28,4897.004460375477,3360.7727524866145,6657.467128391844
2016-03-29,4388.029801240523,2778.9257673443644,6035.683535484892
2016-03-30,4258.319131523016,2469.4411345382437,5966.521375082721
2016-03-31,4147.936888764692,2405.4068311597625,5715.485890228708
2016-04-01,4375.247049733964,2724.863078178268,5976.537007156558
2016-04-02,4751.039392721782,3122.178741193593,6390.542432448213
2016-04-03,4732.998854983584,3179.5730548276124,6369.3141138788515
2016-04-04,4791.697547113963,3053.2524334079726,6425.171220679124
2016-04-05,4274.862840692278,2553.625831703614,5922.964892281271
2016-04-06,4139.05413521494,2459.357573484466,5751.529086511462
2016-04-07,4024.583278937109,2425.5782096469707,5675.2739650188805
2016-04-08,4250.034301110693,2577.3178166713574,5762.58366465293
2016-04-09,4626.3803736602595,2993.7248241393413,6223.486820875319
2016-04-10,4611.444438423047,2984.6464566824466,6305.1417243099095
2016-04-11,4675.883398810313,3016.0199049943053,6297.592281586348
2016-04-12,4167.449609543131,2555.215880071204,5894.157436888066
2016-04-13,4042.662556596119,2494.5894938664264,5707.446541976358
2016-04-14,3941.725946430591,2307.321809555787,5572.567417019832
2016-04-15,4183.046055509814,2637.0044625531737,5759.231284988631
2016-04-16,4577.349392981185,2984.644706799226,6311.432819869559
2016-04-17,4582.146182819042,2966.498158979945,6268.793778239258
2016-04-18,4667.719565957365,3021.301934005501,6248.517796570791
2016-04-19,4181.394187419942,2591.894300200767,5830.892005211496
2016-04-20,4079.216922175203,2471.537297886735,5698.419921175233
2016-04-21,4000.8847534230345,2334.4762316016026,5631.847086456682
2016-04-22,4264.275386969664,2678.5703754303827,5823.8956466695845
2016-04-23,4679.578332352564,3093.484637327647,6249.912487056588
2016-04-24,4703.772588925308,3142.2139792049716,6320.733254951755
2016-04-25,4806.630434010431,3193.7377201731288,6384.485676704854
2016-04-26,4335.000551397203,2836.3297656261257,5968.461697598667
2016-04-27,4244.502816619058,2701.2955537257353,5862.573960662876
2016-04-28,4174.469318412072,2508.968119852728,5857.57304561953
2016-04-29,4442.4867821723965,2747.639844283615,6091.89570813565
2016-04-30,4858.537738068623,3277.052709373593,6438.6432432155425
2016-05-01,4879.486226420204,3249.720374391953,6478.221133019276
2016-05-02,4975.08724576047,3182.849782237927,6537.724798873497
2016-05-03,4492.272954131813,2757.3420949476986,6103.880106602283
2016-05-04,4386.847784485793,2689.955745112721,5943.236446002443
2016-05-05,4298.426976359188,2591.3512282690763,5912.813128679793
2016-05-06,4544.973694556074,2838.802732704005,6223.683456581888
2016-05-07,4936.932166025294,3322.780253753833,6484.063973180537
2016-05-08,4931.702798449469,3397.8868278967548,6504.098094517102
2016-05-09,4999.638735722838,3401.0590862481677,6625.855887662149
2016-05-10,4488.3171832702965,2841.0749783883457,6193.276272871341
2016-05-11,4354.218050836678,2842.9164686187905,5933.522818120131
2016-05-12,4237.644855508882,2634.417709218735,5838.586420285021
2016-05-13,4457.243537972341,2897.3864695598095,6052.301581100229
2016-05-14,4824.1171334135,3116.425272077723,6342.008470796722
2016-05-15,4796.282784188906,3236.14096775956,6365.287776065583
2016-05-16,4844.651071041754,3189.8580570423287,6585.202137214011
2016-05-17,4317.281500098754,2678.5046618728716,5975.04403116421
2016-05-18,4171.047165039889,2536.700969754099,5738.371091444534
2016-05-19,4046.5439522123797,2493.936552706662,5578.576669130708
2016-05-20,4262.60030671214,2636.159090334806,5845.323714152689
2016-05-21,4630.385794503737,3045.890378139628,6117.759841499552
2016-05-22,4607.865160332266,2914.0640555097934,6206.193995387619
2016-05-23,4665.777982709652,3128.930577249852,6207.5635462832715
2016-05-24,4151.897794722283,2571.343411458777,5770.381258846733
2016-05-25,4022.703626670317,2319.118198402305,5682.575345542739
2016-05-26,3918.299180674576,2335.537122975983,5614.95804373977
2016-05-27,4156.935407005729,2454.4094710139625,5790.691666796273
2016-05-28,4549.134384443394,3043.3776989135968,6163.7139381062225
2016-05-29,4552.160796031597,2920.054791215823,6208.213270317407
2016-05-30,4636.020628491147,3033.969548610646,6199.1331664430345
2016-05-31,4147.740439571973,2646.196452015643,5779.753482557234
2016-06-01,4043.059588072185,2344.6895046883496,5677.966118800217
2016-06-02,3961.3700545601223,2401.081268201795,5464.6711512925685
2016-06-03,4220.259036299924,2562.9367260872837,5863.8721053624195
2016-06-04,4629.651645235087,2923.7033860738434,6290.240539310291
2016-06-05,4646.299456460907,2982.3082455915646,6194.036258152449
2016-06-06,4739.79403708841,3087.3169937346265,6366.148786365336
2016-06-07,4256.858361698305,2690.6802695625724,5782.2337887861595
2016-06-08,4153.048144580908,2520.055593678755,5829.683110926403
2016-06-09,4067.6974368362717,2368.979056127715,5632.893288145056
2016-06-10,4318.463485246793,2595.2680737681326,6009.144534398029
2016-06-11,4715.468094586176,3025.992986183501,6359.419681772192
2016-06-12,4715.78125624269,3013.052781197321,6375.788503478874
2016-06-13,4789.426291407156,3138.5426720133637,6399.957679519583
2016-06-14,4283.659633488362,2619.586489432225,5907.835462450962
2016-06-15,4154.657592924415,2569.3015512720667,5676.696282473052
2016-06-16,4042.4448513929083,2402.729782601544,5604.441086616577
2016-06-17,4265.420156282541,2594.6726739861374,5802.970768257046
2016-06-18,4634.476992721976,3028.218865753333,6216.101012479807
2016-06-19,4607.465578306103,2963.779763009566,6286.605759647004
2016-06-20,4655.176040958755,3005.9848073279977,6270.636043671825
2016-06-21,4125.596529309034,2464.3448520502907,5687.9194001752885
2016-06-22,3975.5792178652014,2438.446323457928,5754.146939497221
2016-06-23,3845.7495496722904,2250.2471142693985,5576.961831103263
2016-06-24,4055.0147421601664,2477.285290265556,5745.690745264154
2016-06-25,4414.669831328441,2765.560040007914,5984.5973520136195
2016-06-26,4382.8480255060185,2728.779604884727,5960.620032320356
2016-06-27,4430.495570994876,2859.3761399307464,6248.945040304027
2016-06-28,3905.6251262387045,2219.372163254706,5589.82398548095
2016-06-29,3764.980752043225,2174.992415498014,5376.412840350583
2016-06-30,3648.949899133474,2092.1223962955078,5313.1628572343225
2016-07-01,3876.0783492266974,2217.74263430163,5486.175166167066
2016-07-02,4257.18620875623,2636.674023169665,5836.772223865714
2016-07-03,4249.8314487911175,2551.727346351191,5808.627211029969
2016-07-04,4324.300821746196,2671.0505455156563,5873.318970856045
2016-07-05,3827.881696402241,2229.619511613611,5447.097414150696
2016-07-06,3716.5473931026604,2125.572221787212,5356.467999179014
2016-07-07,3629.890819386281,2135.2557318315776,5263.695323965415
2016-07-08,3885.66174249699,2380.0775794881692,5488.738480226137
2016-07-09,4293.905157433657,2755.3632563694287,5936.484802749164
2016-07-10,4311.446601440567,2765.52765125624,6044.5412136418
2016-07-11,4407.903619383689,2744.85760407544,5932.630751415518
2016-07-12,3929.976330166792,2239.288444694911,5557.262601674291
2016-07-13,3833.1491367791687,2341.775838983587,5545.961675285066
2016-07-14,3756.6379088067283,2103.4067344453824,5434.812587139326
2016-07-15,4017.9375842078857,2406.600156526583,5764.960800365271
2016-07-16,4426.967352628324,2835.8102861073116,6062.39167491623
2016-07-17,4440.559076808091,2855.328106578933,6020.256049528239
2016-07-18,4528.4680701145035,2874.430749782092,6125.09882442293
2016-07-19,4037.6592044883473,2415.7641062311495,5752.919184171393
2016-07-20,3924.0005255537008,2381.7916824919025,5533.013133432272
2016-07-21,3827.1989441015835,2187.094442328767,5505.763429200509
2016-07-22,4065.3332904571425,2444.257565210336,5690.523564575172
2016-07-23,4448.982323107573,2853.970321387641,6101.1801281274975
2016-07-24,4435.693854269606,2995.3151488289404,6187.606873349729
2016-07-25,4495.974678626191,2967.863281065644,6074.449019705613
2016-07-26,3977.554893256118,2347.2031350532393,5730.147791240637
2016-07-27,3837.059426674109,2220.005684554076,5431.082541874272
2016-07-28,3714.9219959495476,2063.958659788469,5288.429613365771
2016-07-29,3929.8974175642957,2315.2314964510933,5422.568732617231
2016-07-30,4293.1704730555475,2703.347715817237,5907.634171588058
2016-07-31,4262.808054212028,2605.6836003743456,5855.986319545028
2016-08-01,4309.7347719154695,2668.5503937450476,5905.63547975281
2016-08-02,3781.9860353960003,2308.9151493284194,5400.549947257918
2016-08-03,3636.3717469664216,2167.2112797905643,5350.847178711591
2016-08-04,3513.3860568943323,1883.919092553388,5164.151992119019
2016-08-05,3731.7192214655206,2131.4646456012906,5367.276226127145
2016-08-06,4102.369770725254,2514.5991210232683,5722.486168818783
2016-08-07,4083.1036038333286,2482.9385103922764,5685.780109212976
2016-08-08,4144.439979936009,2580.665670351558,5791.454712837606
2016-08-09,3633.918092184245,2117.09913662761,5188.540401278827
2016-08-10,3507.776957026591,1824.5992807723164,5244.049174390569
2016-08-11,3405.8835690064125,1676.4678430200563,4904.163130519292
2016-08-12,3646.2648027075243,1926.818413624546,5154.98700411846
2016-08-13,4039.2406566584373,2496.493865324176,5714.935040245018
2016-08-14,4041.9048133322844,2481.550465042986,5738.843648498285
2016-08-15,4124.131826537649,2353.3128181755906,5784.528660908471
2016-08-16,3632.863973961065,2107.7373464953475,5216.865001703901
2016-08-17,3523.809883513782,1955.4826777262408,5098.8896114713825
2016-08-18,3436.3893053806396,1822.607961244999,5150.69298797981
2016-08-19,3688.2789957868376,2059.485309083128,5242.758368091855
2016-08-20,4089.556870152042,2464.4091139164234,5591.090731286529
2016-08-21,4097.190054527886,2529.661871850523,5563.214100234981
2016-08-22,4181.045904104246,2549.352982598908,5851.8441196068525
2016-08-23,3688.178894475174,1937.7702401963654,5342.428526525828
2016-08-24,3574.525477239178,1935.4727093112592,5221.661479845035
2016-08-25,3479.84137078562,1943.3544982958733,5044.319264151519
2016-08-26,3722.236464908313,2125.8436748438094,5211.050070753494
2016-08-27,4112.304817421179,2388.0560551086614,5658.81331600656
2016-08-28,4107.595791046041,2543.336600461931,5666.948372780049
2016-08-29,4178.605905492944,2570.0370195667833,5841.068714665222
2016-08-30,3673.0448887269636,2073.4329032476257,5342.058297790455
2016-08-31,3547.5086524301237,1953.7455981538972,5143.730277261025
2016-09-01,3442.394332454658,1826.0587867044514,5180.80774195715
2016-09-02,3676.413259453635,2074.7458237134833,5240.60046912629
2016-09-03,4060.700020546244,2527.608907456062,5668.346098936131
2016-09-04,4053.264318474961,2463.885187350296,5646.8702188774905
2016-09-05,4124.965817138952,2428.8623243814886,5773.356557090003
2016-09-06,3623.7660082433804,1998.408036783322,5258.405898810498
2016-09-07,3506.3902948246987,2036.47454413254,5116.044882275143
2016-09-08,3413.235808331453,1841.9940880461015,4987.960331983592
2016-09-09,3662.881093496796,1969.1680501968062,5237.515751494262
2016-09-10,4066.195975087707,2463.3176547074845,5714.806847217995
2016-09-11,4080.7983448698824,2449.5382584212257,5798.14530859327
2016-09-12,4177.037966090344,2635.5812584555015,5785.275796327309
2016-09-13,3702.261116892609,2080.4065760531034,5351.946211523056
2016-09-14,3612.4889384573003,1933.587348403135,5243.1785275553275
2016-09-15,3547.344566721456,1858.1288352586766,5105.572793303055
2016-09-16,3824.584648128824,2220.041472198893,5481.397444015273
2016-09-17,4254.232938653048,2589.8304331448817,5795.447455052119
2016-09-18,4293.0620458904295,2703.353876736666,5843.210232376754
2016-09-19,4410.60268867402,2733.9867607416663,5898.220084469756
2016-09-20,3953.4335493086273,2309.4882972310297,5512.08854156542
2016-09-21,3876.883836158352,2320.04839442322,5467.531438764756
2016-09-22,3819.982907531873,2207.751148681837,5399.749692253078
2016-09-23,4100.011871139038,2446.709933585878,5748.962259134023
2016-09-24,4526.654234338127,2941.963839083768,6035.86121433067
2016-09-25,4556.491121970946,2992.835783122514,6097.507931257319
2016-09-26,4659.019990891945,3016.260289140882,6217.178498174979
2016-09-27,4180.949582503651,2559.6068405330398,5815.2279516175595
2016-09-28,4077.9030196137937,2505.0983937298706,5614.053813899558
2016-09-29,3989.3633168162746,2419.4366005556667,5622.555953256058
2016-09-30,4233.216270259752,2655.1872791024616,5797.940383045259
2016-10-01,4619.887986667498,2965.99708355341,6271.1442382570785
2016-10-02,4606.822882142339,2937.6283062633465,6241.535297663791
2016-10-03,4664.481514738769,3019.160658405809,6246.90055004187
2016-10-04,4140.611536835209,2537.010657684734,5844.599760164457
2016-10-05,3991.9243134663657,2256.774736209848,5661.952848558135
2016-10-06,3859.012193314167,2126.593046194506,5359.335701990112
2016-10-07,4060.8621734572557,2436.5140839495198,5682.946897742836
2016-10-08,4408.964029035999,2795.953599820985,6012.246949092998
2016-10-09,4361.759562775786,2626.8203436223603,6063.382524813836
2016-10-10,4390.613152481367,2861.859057453479,5999.842084290347
2016-10-11,3844.0576629566053,2309.780134498667,5348.617596974738
